,time_stamps,x_accel,y_accel,z_accel,pitch,roll
288,1883364.3605605068,1.524899,-9.702326,0.1308328,179.9204,-8.921755
289,1883364.3765847543,1.542324,-9.731574,0.1983945,179.88,-9.011886
290,1883364.392609002,1.541912,-9.745272,0.2266985,179.8632,-8.986791
291,1883364.4086332496,1.548335,-9.753107,0.238148,179.8566,-9.021222
292,1883364.424657497,1.56837,-9.762509,0.3039364,179.8173,-9.13393
293,1883364.4406817446,1.585457,-9.737592,0.2954318,179.8215,-9.256956
294,1883364.4567059923,1.589321,-9.730791,0.3182838,179.8074,-9.274375
295,1883364.4727302399,1.557385,-9.706408,0.2516161,179.847,-9.094613
296,1883364.4887544874,1.549882,-9.714745,0.2751163,179.833,-9.055248
297,1883364.5047787349,1.540513,-9.691875,0.2494541,179.8479,-9.024997
298,1883364.5208029826,1.565433,-9.696053,0.2274949,179.8614,-9.184378
299,1883364.5368272301,1.550687,-9.698625,0.3071806,179.8129,-9.069545
300,1883364.5528514776,1.531974,-9.705347,0.2698988,179.8358,-8.954083
301,1883364.5688757251,1.521484,-9.731875,0.2834089,179.8286,-8.872622
302,1883364.584899973,1.509661,-9.743148,0.1985686,179.8801,-8.797416
303,1883364.6009242204,1.562348,-9.765823,0.2310255,179.8612,-9.117812
304,1883364.616948468,1.578391,-9.748697,0.2601285,179.8432,-9.205501
305,1883364.6329727154,1.575685,-9.757759,0.2027049,179.878,-9.168478
306,1883364.6489969632,1.584034,-9.81038,0.2098913,179.8751,-9.169936
307,1883364.6650212107,1.556857,-9.748843,0.2968011,179.821,-9.057861
308,1883364.6810454582,1.564913,-9.716832,0.2667061,179.8382,-9.154156
309,1883364.697069706,1.578647,-9.709322,0.2873991,179.8253,-9.240472
310,1883364.7130939534,1.577866,-9.736583,0.2937781,179.8224,-9.197622
311,1883364.729118201,1.558395,-9.722072,0.2362368,179.8568,-9.093282
312,1883364.7451424485,1.541364,-9.705536,0.2886618,179.8244,-9.010647
313,1883364.7611666962,1.55259,-9.686645,0.2594278,179.8416,-9.112001
314,1883364.7771909437,1.583879,-9.699839,0.2586591,179.8425,-9.289315
315,1883364.7932151912,1.602091,-9.720551,0.2391893,179.855,-9.365759
316,1883364.8092394387,1.556508,-9.716159,0.131658,179.9201,-9.071978
317,1883364.8252636865,1.567033,-9.71141,0.1532266,179.9069,-9.172293
318,1883364.841287934,1.559466,-9.738946,0.120907,179.927,-9.08908
319,1883364.8573121815,1.575948,-9.739546,0.06596024,179.9602,-9.201583
320,1883364.873336429,1.553893,-9.739605,0.09925162,179.94,-9.050225
321,1883364.8893606768,1.553843,-9.75685,0.04655645,179.9719,-9.046884
322,1883364.9053849243,1.560302,-9.719789,0.07145387,179.9566,-9.127458
323,1883364.9214091718,1.556638,-9.657903,0.1536705,179.9055,-9.158832
324,1883364.9374334193,1.595058,-9.688345,0.1748209,179.8933,-9.36895
325,1883364.953457667,1.603209,-9.6957,0.1359951,179.9171,-9.392634
326,1883364.9694819145,1.563084,-9.709364,0.2226133,179.8647,-9.11581
327,1883364.985506162,1.578464,-9.697802,0.1881795,179.8854,-9.254085
328,1883365.0015304096,1.577847,-9.694489,0.1739622,179.894,-9.242753
329,1883365.0175546573,1.575631,-9.698468,0.2027074,179.8765,-9.223882
330,1883365.0335789048,1.652982,-9.707485,0.2572967,179.8436,-9.708388
331,1883365.0496031523,1.589609,-9.684686,0.2821486,179.8277,-9.279075
332,1883365.0656273998,1.548795,-9.719036,0.2760148,179.8326,-9.021228
333,1883365.0816516476,1.561952,-9.741864,0.2754014,179.8337,-9.111406
334,1883365.097675895,1.550339,-9.774315,0.3011974,179.8194,-8.997884
335,1883365.1137001426,1.495308,-9.844357,0.1723353,179.898,-8.594347
336,1883365.12972439,1.48765,-9.883683,0.1443656,179.9153,-8.550257
337,1883365.1457486378,1.456717,-9.889771,0.01443656,179.9915,-8.359097
338,1883365.1617728854,1.479481,-9.866677,0.01437235,179.9915,-8.544356
339,1883365.1777971329,1.544247,-9.797568,-0.02011058,-143.988,-9.004977
340,1883365.1938213804,1.507627,-9.72817,-0.01924931,-176.3884,-8.792799
341,1883365.2098456281,1.525513,-9.719075,0.07349242,144.3154,-8.932427
342,1883365.2258698756,1.566088,-9.698772,0.19697,176.316,-9.198461
343,1883365.2418941231,1.600312,-9.645027,0.2545682,179.4868,-9.445076
344,1883365.257918371,1.666224,-9.613795,0.378841,179.7295,-9.870384
345,1883365.2739426184,1.72022,-9.498625,0.5636508,179.6382,-10.29467
346,1883365.289966866,1.829049,-9.441856,0.9419803,179.394,-10.98318
347,1883365.3059911134,1.775288,-9.412477,1.199601,179.2242,-10.56202
348,1883365.3220153612,1.709579,-9.465564,1.326638,179.1519,-10.09032
349,1883365.3380396087,1.653447,-9.501039,1.35658,179.1392,-9.734492
350,1883365.3540638562,1.656454,-9.575694,1.133322,179.2917,-9.744104
351,1883365.3700881037,1.656754,-9.693053,0.8675056,179.4706,-9.651552
352,1883365.3861123514,1.609379,-9.793135,0.6017433,179.6401,-9.276559
353,1883365.402136599,1.542153,-9.915193,0.2885812,179.8313,-8.783825
354,1883365.4181608465,1.53974,-9.966184,-0.02285664,-143.9871,-8.775994
355,1883365.434185094,1.440379,-10.03377,-0.245776,-176.2603,-8.098512
356,1883365.4502093417,1.432597,-10.05561,-0.4124382,-179.4064,-8.094131
357,1883365.4662335892,1.455522,-9.982381,-0.4980575,-179.6776,-8.306185
